/home/marcello/build/git/ime-poc/src/testers/../helpers/matrix_advanced_single_precision.h:59:2: missed:   will not early inline: RandomSquareMatrixCND1D_float/99->OrthogonalizeMatrix1D_float/98, call is cold and code would grow at least by 30
/home/marcello/build/git/ime-poc/src/testers/../helpers/matrix_advanced_double_precision.h:292:3: missed:   will not early inline: pGenSystemMatrices1D_double_pdgemr2d/112->RandomMatrix1D_double/77, growth 12 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../helpers/matrix_advanced_double_precision.h:282:3: missed:   will not early inline: pGenSystemMatrices1D_double_pdgemr2d/112->RandomMatrix1D_double/77, growth 12 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../helpers/matrix_advanced_double_precision.h:582:3: missed:   will not early inline: pGenSystemMatrices1D_double/115->MYblacs_gather_double/114, call is cold and code would grow at least by 22
/home/marcello/build/git/ime-poc/src/testers/../helpers/matrix_advanced_double_precision.h:575:3: missed:   will not early inline: pGenSystemMatrices1D_double/115->MYblacs_gather_double/114, call is cold and code would grow at least by 22
/home/marcello/build/git/ime-poc/src/testers/../helpers/matrix_advanced_double_precision.h:568:3: missed:   will not early inline: pGenSystemMatrices1D_double/115->MYblacs_gather_double/114, call is cold and code would grow at least by 22
/home/marcello/build/git/ime-poc/src/testers/../helpers/matrix_advanced_double_precision.h:562:4: missed:   will not early inline: pGenSystemMatrices1D_double/115->RandomMatrix1D_double/77, growth 12 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../helpers/matrix_advanced_double_precision.h:547:4: missed:   will not early inline: pGenSystemMatrices1D_double/115->RandomMatrix1D_double/77, growth 12 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../helpers/matrix_advanced_double_precision.h:537:4: missed:   will not early inline: pGenSystemMatrices1D_double/115->RandomMatrix1D_double/77, growth 12 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_show-solution.inc:20:5: missed:   will not early inline: test_ScaLAPACK_pDGESV/128->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_post-check-solution.inc:23:51: missed:   will not early inline: test_ScaLAPACK_pDGESV/128->NormwiseRelativeError1D_double/117, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGESV.h:70:12: missed:   will not early inline: test_ScaLAPACK_pDGESV/128->ScaLAPACK_pDGESV/127, call is cold and code would grow at least by 221
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGESV.h:60:5: missed:   will not early inline: test_ScaLAPACK_pDGESV/128->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGESV.h:58:5: missed:   will not early inline: test_ScaLAPACK_pDGESV/128->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_show-solution.inc:20:5: missed:   will not early inline: test_ScaLAPACK_pDGESV_nopivot/130->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_post-check-solution.inc:23:51: missed:   will not early inline: test_ScaLAPACK_pDGESV_nopivot/130->NormwiseRelativeError1D_double/117, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGESV_nopivot.h:65:12: missed:   will not early inline: test_ScaLAPACK_pDGESV_nopivot/130->ScaLAPACK_pDGESV_nopivot/129, call is cold and code would grow at least by 221
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGESV_nopivot.h:55:5: missed:   will not early inline: test_ScaLAPACK_pDGESV_nopivot/130->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGESV_nopivot.h:53:5: missed:   will not early inline: test_ScaLAPACK_pDGESV_nopivot/130->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_show-solution.inc:20:5: missed:   will not early inline: test_ScaLAPACK_pSGESV_ftx_cp/132->PrintMatrix1D_float/89, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_post-check-solution.inc:23:51: missed:   will not early inline: test_ScaLAPACK_pSGESV_ftx_cp/132->NormwiseRelativeError1D_float/107, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGESV_ftx_cp.h:117:13: missed:   will not early inline: test_ScaLAPACK_pSGESV_ftx_cp/132->ScaLAPACK_pSGESV_ftx_cp/131, call is cold and code would grow at least by 390
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGESV_ftx_cp.h:109:13: missed:   will not early inline: test_ScaLAPACK_pSGESV_ftx_cp/132->ScaLAPACK_pSGESV_ftx_cp/131, call is cold and code would grow at least by 390
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGESV_ftx_cp.h:96:5: missed:   will not early inline: test_ScaLAPACK_pSGESV_ftx_cp/132->PrintMatrix1D_float/89, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGESV_ftx_cp.h:94:5: missed:   will not early inline: test_ScaLAPACK_pSGESV_ftx_cp/132->PrintMatrix1D_float/89, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_show-solution.inc:20:5: missed:   will not early inline: test_ScaLAPACK_pSGESV/134->PrintMatrix1D_float/89, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_post-check-solution.inc:23:51: missed:   will not early inline: test_ScaLAPACK_pSGESV/134->NormwiseRelativeError1D_float/107, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pSGESV.h:70:12: missed:   will not early inline: test_ScaLAPACK_pSGESV/134->ScaLAPACK_pSGESV/133, call is cold and code would grow at least by 221
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pSGESV.h:60:5: missed:   will not early inline: test_ScaLAPACK_pSGESV/134->PrintMatrix1D_float/89, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pSGESV.h:58:5: missed:   will not early inline: test_ScaLAPACK_pSGESV/134->PrintMatrix1D_float/89, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_show-solution.inc:20:5: missed:   will not early inline: test_ScaLAPACK_pDGESV_ftx_cp/136->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_post-check-solution.inc:23:51: missed:   will not early inline: test_ScaLAPACK_pDGESV_ftx_cp/136->NormwiseRelativeError1D_double/117, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pSGESV_ftx_cp.h:117:13: missed:   will not early inline: test_ScaLAPACK_pDGESV_ftx_cp/136->ScaLAPACK_pDGESV_ftx_cp/135, call is cold and code would grow at least by 390
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pSGESV_ftx_cp.h:109:13: missed:   will not early inline: test_ScaLAPACK_pDGESV_ftx_cp/136->ScaLAPACK_pDGESV_ftx_cp/135, call is cold and code would grow at least by 390
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pSGESV_ftx_cp.h:96:5: missed:   will not early inline: test_ScaLAPACK_pDGESV_ftx_cp/136->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pSGESV_ftx_cp.h:94:5: missed:   will not early inline: test_ScaLAPACK_pDGESV_ftx_cp/136->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_show-factorization.inc:10:5: missed:   will not early inline: test_ScaLAPACK_pDGETRF/138->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_post-check-factorization.inc:14:51: missed:   will not early inline: test_ScaLAPACK_pDGETRF/138->NormwiseRelativeError1D_double/117, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGETRF.h:56:12: missed:   will not early inline: test_ScaLAPACK_pDGETRF/138->ScaLAPACK_pDGETRF/137, call is cold and code would grow at least by 245
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGETRF.h:47:5: missed:   will not early inline: test_ScaLAPACK_pDGETRF/138->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_show-factorization.inc:10:5: missed:   will not early inline: test_ScaLAPACK_pDGETRF_ft1/140->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_post-check-factorization.inc:14:51: missed:   will not early inline: test_ScaLAPACK_pDGETRF_ft1/140->NormwiseRelativeError1D_double/117, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGETRF_ft1_cp.h:59:12: missed:   will not early inline: test_ScaLAPACK_pDGETRF_ft1/140->ScaLAPACK_pDGETRF_ft1/139, call is cold and code would grow at least by 333
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGETRF_ft1_cp.h:50:5: missed:   will not early inline: test_ScaLAPACK_pDGETRF_ft1/140->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_show-factorization.inc:10:5: missed:   will not early inline: test_ScaLAPACK_pDGEQRF/142->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_post-check-factorization.inc:14:51: missed:   will not early inline: test_ScaLAPACK_pDGEQRF/142->NormwiseRelativeError1D_double/117, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGEQRF.h:55:12: missed:   will not early inline: test_ScaLAPACK_pDGEQRF/142->ScaLAPACK_pDGEQRF/141, call is cold and code would grow at least by 275
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGEQRF.h:46:5: missed:   will not early inline: test_ScaLAPACK_pDGEQRF/142->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_show-factorization.inc:10:5: missed:   will not early inline: test_ScaLAPACK_pDGEQRF_ft1/144->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_post-check-factorization.inc:14:51: missed:   will not early inline: test_ScaLAPACK_pDGEQRF_ft1/144->NormwiseRelativeError1D_double/117, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGEQRF_ft1_cp.h:59:12: missed:   will not early inline: test_ScaLAPACK_pDGEQRF_ft1/144->ScaLAPACK_pDGEQRF_ft1/143, call is cold and code would grow at least by 419
/home/marcello/build/git/ime-poc/src/testers/test_ScaLAPACK_pDGEQRF_ft1_cp.h:50:5: missed:   will not early inline: test_ScaLAPACK_pDGEQRF_ft1/144->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/FTLA/FTLA_pDGETRF.h:145:4: missed:   will not early inline: FTLA_ftdtr/148->create_matrix/147, call is cold and code would grow at least by 62
/home/marcello/build/git/ime-poc/src/testers/FTLA/FTLA_pDGETRF.h:142:4: missed:   will not early inline: FTLA_ftdtr/148->create_matrix/147, call is cold and code would grow at least by 62
/home/marcello/build/git/ime-poc/src/testers/FTLA/FTLA_pDGETRF.h:141:4: missed:   will not early inline: FTLA_ftdtr/148->create_matrix/147, call is cold and code would grow at least by 62
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGETRF.h:114:5: missed:   will not early inline: test_FTLA_pDGETRF/149->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGETRF.h:109:51: missed:   will not early inline: test_FTLA_pDGETRF/149->NormwiseRelativeError1D_double/117, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGETRF.h:96:12: missed:   will not early inline: test_FTLA_pDGETRF/149->FTLA_ftdtr/148, call is cold and code would grow at least by 310
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGETRF.h:87:5: missed:   will not early inline: test_FTLA_pDGETRF/149->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/FTLA/FTLA_pDGESV_TRF.h:145:4: missed:   will not early inline: FTLA_ftdtr_sv/150->create_matrix/147, call is cold and code would grow at least by 62
/home/marcello/build/git/ime-poc/src/testers/FTLA/FTLA_pDGESV_TRF.h:142:4: missed:   will not early inline: FTLA_ftdtr_sv/150->create_matrix/147, call is cold and code would grow at least by 62
/home/marcello/build/git/ime-poc/src/testers/FTLA/FTLA_pDGESV_TRF.h:141:4: missed:   will not early inline: FTLA_ftdtr_sv/150->create_matrix/147, call is cold and code would grow at least by 62
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGESV_TRF.h:116:5: missed:   will not early inline: test_FTLA_pDGESV_TRF/151->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGESV_TRF.h:111:51: missed:   will not early inline: test_FTLA_pDGESV_TRF/151->NormwiseRelativeError1D_double/117, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGESV_TRF.h:98:12: missed:   will not early inline: test_FTLA_pDGESV_TRF/151->FTLA_ftdtr_sv/150, call is cold and code would grow at least by 310
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGESV_TRF.h:89:5: missed:   will not early inline: test_FTLA_pDGESV_TRF/151->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGESV_TRF.h:87:5: missed:   will not early inline: test_FTLA_pDGESV_TRF/151->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/FTLA/FTLA_pDGEQRF.h:144:4: missed:   will not early inline: FTLA_ftdqr/152->create_matrix/147, call is cold and code would grow at least by 62
/home/marcello/build/git/ime-poc/src/testers/FTLA/FTLA_pDGEQRF.h:141:4: missed:   will not early inline: FTLA_ftdqr/152->create_matrix/147, call is cold and code would grow at least by 62
/home/marcello/build/git/ime-poc/src/testers/FTLA/FTLA_pDGEQRF.h:140:4: missed:   will not early inline: FTLA_ftdqr/152->create_matrix/147, call is cold and code would grow at least by 62
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGEQRF.h:114:5: missed:   will not early inline: test_FTLA_pDGEQRF/153->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGEQRF.h:109:51: missed:   will not early inline: test_FTLA_pDGEQRF/153->NormwiseRelativeError1D_double/117, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGEQRF.h:96:12: missed:   will not early inline: test_FTLA_pDGEQRF/153->FTLA_ftdqr/152, call is cold and code would grow at least by 366
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGEQRF.h:87:5: missed:   will not early inline: test_FTLA_pDGEQRF/153->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/FTLA/FTLA_pDGESV_QRF.h:143:4: missed:   will not early inline: FTLA_ftdqr_sv/154->create_matrix/147, call is cold and code would grow at least by 62
/home/marcello/build/git/ime-poc/src/testers/FTLA/FTLA_pDGESV_QRF.h:140:4: missed:   will not early inline: FTLA_ftdqr_sv/154->create_matrix/147, call is cold and code would grow at least by 62
/home/marcello/build/git/ime-poc/src/testers/FTLA/FTLA_pDGESV_QRF.h:139:4: missed:   will not early inline: FTLA_ftdqr_sv/154->create_matrix/147, call is cold and code would grow at least by 62
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGESV_QRF.h:116:5: missed:   will not early inline: test_FTLA_pDGESV_QRF/155->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGESV_QRF.h:111:51: missed:   will not early inline: test_FTLA_pDGESV_QRF/155->NormwiseRelativeError1D_double/117, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGESV_QRF.h:98:12: missed:   will not early inline: test_FTLA_pDGESV_QRF/155->FTLA_ftdqr_sv/154, call is cold and code would grow at least by 366
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGESV_QRF.h:89:5: missed:   will not early inline: test_FTLA_pDGESV_QRF/155->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_FTLA_pDGESV_QRF.h:87:5: missed:   will not early inline: test_FTLA_pDGESV_QRF/155->PrintMatrix1D_double/70, growth 14 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../p_GESV-CO.inc:435:2: missed:   will not early inline: pDGESV_CO/171->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../p_GESV-CO.inc:433:2: missed:   will not early inline: pDGESV_CO/171->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../p_GESV-CO.inc:98:5: missed:   will not early inline: pDGESV_CO/171->pDGEIT_C/170, call is cold and code would grow at least by 376
/home/marcello/build/git/ime-poc/src/testers/test_IMe_pDGESV-CO.h:162:4: missed:   will not early inline: test_IMe_pDGESV_CO/172->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_IMe_pDGESV-CO.h:161:4: missed:   will not early inline: test_IMe_pDGESV_CO/172->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_IMe_pDGESV-CO.h:158:5: missed:   will not early inline: test_IMe_pDGESV_CO/172->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_IMe_pDGESV-CO.h:154:5: missed:   will not early inline: test_IMe_pDGESV_CO/172->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/test_IMe_pDGESV-CO.h:146:6: missed:   will not early inline: test_IMe_pDGESV_CO/172->PrintMatrix2D_double/62, call is cold and code would grow at least by 15
/home/marcello/build/git/ime-poc/src/testers/test_IMe_pDGESV-CO.h:141:52: missed:   will not early inline: test_IMe_pDGESV_CO/172->NormwiseRelativeError1D_double/117, call is cold and code would grow at least by 46
/home/marcello/build/git/ime-poc/src/testers/test_IMe_pDGESV-CO.h:127:54: missed:   will not early inline: test_IMe_pDGESV_CO/172->pDGESV_CO/171, call is cold and code would grow at least by 574
/home/marcello/build/git/ime-poc/src/testers/test_IMe_pDGESV-CO.h:118:6: missed:   will not early inline: test_IMe_pDGESV_CO/172->PrintMatrix2D_double/62, call is cold and code would grow at least by 15
/home/marcello/build/git/ime-poc/src/testers/test_IMe_pDGESV-CO.h:116:6: missed:   will not early inline: test_IMe_pDGESV_CO/172->PrintMatrix2D_double/62, call is cold and code would grow at least by 15
/home/marcello/build/git/ime-poc/src/testers/../p_GEIT-C_-FT.inc:307:5: missed:   will not early inline: pDGEIT_C_FT/173->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../p_GESV-CO-FT.inc:907:2: missed:   will not early inline: pDGESV_CO_FT/178->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../p_GESV-CO-FT.inc:905:2: missed:   will not early inline: pDGESV_CO_FT/178->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../p_GESV-CO-FT.inc:904:2: missed:   will not early inline: pDGESV_CO_FT/178->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../p_GESV-CO-FT.inc:770:8: missed:   will not early inline: pDGESV_CO_FT/178->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../p_GESV-CO-FT.inc:769:8: missed:   will not early inline: pDGESV_CO_FT/178->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../p_GESV-CO-FT.inc:599:9: missed:   will not early inline: pDGESV_CO_FT/178->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../p_GESV-CO-FT.inc:378:9: missed:   will not early inline: pDGESV_CO_FT/178->DeallocateMatrix2D_double/61, growth 5 exceeds --param early-inlining-insns divided by number of calls
/home/marcello/build/git/ime-poc/src/testers/../p_GESV-CO-FT.inc:174:2: missed:   will not early inline: pDGESV_CO_FT/178->pDGEIT_C_FT/173, call is cold and code would grow at least by 505
/home/marcello/build/git/ime-poc/src/testers/../p_GESV-CO-FT.inc:169:2: missed:   will not early inline: pDGESV_CO_FT/178->RandomMatrix2D_double/67, growth 13 exceeds --param early-inlining-insns divided by number of calls
